ID_RMC,Ciclo,Ramo,Nombre del programa,Derecho Social o Bienestar Económico (directo),Descripción del programa,Población Potencial,Población Objetivo,Población Atendida,Cobertura del programa (PA/PPx100),Eficiencia del programa (PA/POx100),Original,Modificado,Ejercido
12-E025,2021,Salud,Prevención y atención contra las adicciones,Salud,"El programa contribuye a consolidar las acciones de protección, promoción de la salud y prevención de enfermedades mediante acciones integrales para la prevención y tratamiento de las adicciones; y los problemas de salud ocasionados por el uso, abuso y dependencia del tabaco, alcohol y otras drogas en la población que por sus características biopsicosociales y de vulnerabilidad social tienen mayor probabilidad de uso, abuso o dependencia, a través de servicios de prevención, capacitación en temas de adicciones, consultas, tratamientos, detección de riesgos, proporcionados de manera permanente por las unidades de atención especializadas en adicciones, (Unidades de Especialidades Médicas-Centros de Atención Primaria en Adicciones y Centros de Integración Juvenil, A.C.).",108932103.0,13331565.0,3337496.0,3.06,25.03,1413.83,1347.84,1347.84
12-E036,2021,Salud,Programa de vacunación,Salud,"Contribuir al bienestar y equidad en salud mediante la vacunación universal de la población en la línea de vida, así como consolidar las acciones de protección, promoción de la salud y prevención de enfermedades mediante acciones permanentes e intensivas de vacunación, capacitación, supervisión y difusión de campañas de vacunación, a través de establecer los criterios para la planeación, programación, ejecución, monitoreo y evaluación del Programa de Vacunación Universal (PVU) y las acciones integradas en las Semanas Nacionales de Salud (SNS) que deben llevarse a cabo en todas las Instituciones del Sistema Nacional de Salud. Se rige por los lineamientos del PVU y de las SNS, con el objetivo de otorgar protección específica a la población contra enfermedades que sean prevenibles a través de la aplicación de vacunas y garantizar el acceso universal a las vacunas.",57460426.0,17712518.0,17458333.0,30.38,98.56,2153.52,7152.46,7152.46
12-E040,2021,Salud,Servicios de asistencia social integral,Salud,"Contribuir al bienestar de las personas que, por sus condiciones físicas, mentales, jurídicas, económicas o sociales, requieran de servicios de salud, educación, capacitación y recreación basados en el estudio personalizado de sus necesidades para su protección. El Programa opera a través de tres componentes: el primero se enfoca en la prevención, rehabilitación e inclusión de personas con discapacidad o en riesgo de presentarla, el segundo se orienta en el cuidado alternativo o acogimiento residencial de niñas, niños, adolescentes y adultos mayores sin cuidado parental o familiar, así como de brindar servicios de recreación y esparcimiento para la población de escasos recursos económicos, y el tercero se dirige a la capacitación para el trabajo de la población que se encuentra en condiciones de vulnerabilidad en las alcaldías de Tláhuac y Xochimilco.",8725793.0,1910659.0,361392.0,4.14,18.91,1053.94,2920.17,2920.17
12-E041,2021,Salud,"Protección y restitución de los derechos de las niñas, niños y adolescentes",No Discriminación,"El programa tiene como objetivo contribuir al bienestar social e igualdad brindando la atención, protección y restitución de los derechos de niñas, niños y adolescentes (NNA) a través de la realización anual de acciones que permitan atender, proteger y restituir los derechos de las NNA como lo son: la emisión y seguimiento de las medidas de protección integral; representaciones jurídicas; asesorías jurídicas; atención a reportes de maltrato infantil; regularizaciones jurídicas a NNA albergados en centros de asistencia social dependientes del Sistema Nacional del Desarrollo Integral para la Familia (SNDIF); establecimiento de mecanismos para la autorización, registro, certificación y supervisión de centros de asistencia social; procesos de adopción; y formación de los sectores público, social y privado, en materia de promoción y prevención de derechos de NNA; a través de la Procuraduría Federal de Protección de Niñas, Niños y adolescentes (PFPNNA) y su ámbito de competencia en cumplimiento a la Ley General de los Derechos de Niñas, Niños y Adolescentes.",38247958.0,1597.0,6909.0,0.02,432.62,90.53,87.58,87.58
12-S039,2021,Salud,Programa de Atención a Personas con Discapacidad,No Discriminación,"El objetivo del programa es contribuir al bienestar social e igualdad mediante el acceso a medios que permitan la inclusión social de las personas con discapacidad, otorgando anualmente, recursos económicos (subsidios federales), a los sistemas estatales (SEDIF), sistemas municipales (SMDIF) a través de los SEDIF para fomentar la ejecución de obras y/o acciones enfocadas a beneficiar a las personas con discapacidad, con la instrumentación de proyectos. Estos se circunscriben en tres vertientes: 1) Acciones en salud (ayudas funcionales y equipo, atención especializada, promoción de la salud y prevención de la discapacidad), 2) Acciones de infraestructura y equipamiento (remodelación, construcción, operación y equipamiento), y 3) Acciones de desarrollo para la inclusión laboral, educativa y social de las personas con discapacidad (inclusión laboral, desarrollo educativo, cultural, recreación, deporte y arte, desarrollo social integral).",4527784.0,2274419.0,26552.0,0.59,1.17,25.77,22.38,22.38
12-S200,2021,Salud,Fortalecimiento a la atención médica,Salud,"Contribuye a asegurar el acceso efectivo a servicios de salud con calidad, mediante la transferencia anual de recursos presupuestarios federales con carácter de subsidios a las entidades federativas, para la organización y operación efectiva de equipos de salud itinerantes, a través del establecimiento de rutas fijas de las Unidades Médicas Móviles (UMM) de diferente capacidad resolutiva, que forman parte de las Redes Integradas de Servicios de Salud (RISS), para brindar servicios de atención primaria de salud mediante la promoción de la salud, prevención de enfermedades, atención médica y odontológica, así como la referencia de pacientes a unidades médicas de mayor complejidad, sin discriminación por condiciones de género, edad, origen étnico, posición social, económica, discapacidad o creencia religiosa, en las localidades con menos de 2,500 habitantes y que se encuentren sin acceso a servicios de salud por falta de infraestructura o en situación de desastre.",185243.0,11857.0,11857.0,6.4,100.0,912.38,1144.71,1144.71
14-E003,2021,Trabajo y Previsión Social,Ejecución de los programas y acciones de la Política Laboral,Trabajo,"Tiene como propósito que los centros de trabajo de carácter federal cuenten con condiciones de trabajo digno o decente; mediante el fomento a la incorporación al Programa de Autogestión en Seguridad y Salud en el Trabajo (PASST) (impulsar esquemas de autoevaluación del cumplimiento de la normatividad, Inducir la mejora continua en la prevención de los accidentes y enfermedades de trabajo), el acceso a la seguridad social (reuniones de trabajo, elaboración de estudios, investigaciones y propuestas en materia de formalización del empleo y seguridad social), distintivos e instrumentos de fomento de la Seguridad Social para el cumplimiento de la normatividad laboral (Distintivo en Responsabilidad Laboral considerando tres especialidades), en coordinación y operación de las Oficinas de Representación en las 32 Entidades Federativas, durante todo el año.",446662.0,6000.0,950.0,0.21,15.83,24.96,31.24,31.24
14-E004,2021,Trabajo y Previsión Social,Capacitación para Incrementar la Productividad,Trabajo,"El objetivo del programa es fomentar la capacitación y el adiestramiento de los trabajadores de empresas del sector formal y de empresas del sector formal con empleo informal a nivel nacional, mediante la realización de cursos en la modalidad presencial y a distancia que incidan favorablemente en la competitividad del país. La plataforma de cursos a distancia está abierta los 365 días del año.",6199998.0,190000.0,218257.0,3.52,114.87,33.45,31.55,31.55
14-S043,2021,Trabajo y Previsión Social,Programa de Apoyo al Empleo (PAE),Trabajo,"El programa tiene como objetivo lograr la inserción en un empleo formal de desempleados y trabajadores en condiciones críticas de ocupación con atención preferencial a quienes enfrentan barreras de acceso al empleo formal. Cuenta con dos subprogramas: 1. Intermediación Laboral consiste en proporcionar información y asesoría tanto a empleadores (definir, perfilar, publicar y cubrir sus vacantes) como a buscadores de trabajo (postularse a una vacante con base en su perfil laboral) a través de las intervenciones que realiza el SNE, las cuales se agrupan en cuatro modalidades: Bolsa de Trabajo, Portal del Empleo, Movilidad Laboral Interna Industrial y de Servicios; y Mecanismos de Movilidad Laboral Externa para Trabajadores no Agrícolas. 2. Movilidad Laboral de Jornaleros Agrícolas vincula a los buscadores de trabajo seleccionados que, a petición del empleador, requieren trasladarse a una entidad federativa o municipio distinto a su lugar de residencia para insertarse en un empleo en el sector agrícola, así como apoyar las actividades inherentes a la vinculación laboral en el extranjero, a través de un esquema específicamente diseñado.",11887797.0,1938794.0,1457347.0,12.26,75.17,55.51,255.07,255.07
16-S046,2021,Medio Ambiente y Recursos Naturales,Programa de Conservación para el Desarrollo Sostenible,Medio Ambiente Sano,"El objetivo del programa es promover la conservación de ecosistemas y su biodiversidad en las Áreas Naturales Protegidas y sus zonas de influencia, mediante el aprovechamiento de los recursos naturales y la biodiversidad de forma sustentable, con igualdad de oportunidades para mujeres y hombres, con énfasis en población indígena, a través de adopción y práctica de actividades productivas alternativas y fortalecimiento de capacidades locales de gestión. Otorga apoyos económicos con temporalidad variable, para realizar estudios técnicos, proyectos, cursos de capacitación y brigadas de contingencia ambiental, dirigido a mujeres y hombres de 18 o más años de edad que conforman grupos organizados, ejidos y comunidades, personas morales que sean propietarios, poseedores, usufructuarios o usuarios de los recursos naturales comprendidos dentro de las Áreas Naturales Protegidas.",1014392.0,257748.0,15955.0,1.57,6.19,142.61,145.91,145.91
16-S074,2021,Medio Ambiente y Recursos Naturales,"Agua Potable, Drenaje y Tratamiento",Vivienda,"El programa busca incrementar y sostener la cobertura y/o eficiencias de los servicios de agua potable, alcantarillado y saneamiento, mediante apoyos financieros, técnicos, de fortalecimiento técnico y comercial, así como en la supervisión para la ejecución de obras, en localidades urbanas y rurales del país, mediante Convenios de coordinación suscritos cada año con las Entidades Federativas. ",6747159.0,110000.0,218917.0,3.24,199.02,2067.65,3275.85,3275.85
16-S217,2021,Medio Ambiente y Recursos Naturales,Programa de Apoyo a la Infraestructura Hidroagrícola,Medio Ambiente Sano,"El programa tiene como objetivo mantener e incrementar la producción y superficie agrícola en Distritos de Riego, Unidades de Riego y Distritos de Temporal Tecnificado, mediante la preservación, rehabilitación, mejoramiento y ampliación de la infraestructura hidroagrícola y la promoción de proyectos en zonas de atención prioritaria. De esta manera se pretende que las acciones que se ejecutan cada año en la infraestructura hidroagrícola, contribuyan a resolver los grandes retos y metas nacionales en materia alimentaria. Se compone de cuatro subprogramas y ocho componentes, cuyos tipos de apoyo incluyen acciones para infraestructura, capacitación, adquisición e instalación de equipo, así como la elaboración de estudios, proyectos ejecutivos y supervisión. Los montos dependen del tipo de apoyo.",50735.0,1931.0,1011.0,1.99,52.36,1569.32,1720.69,1720.69
19-S038,2021,Aportaciones a Seguridad Social,Programa IMSS-BIENESTAR,Salud,"El objetivo es otorgar servicios integrales de salud a la población sin seguridad social mediante un Modelo de Atención Integral a la Salud que vincula la prestación de los servicios y la acción comunitaria, en las entidades donde opera el Programa. Su administración está a cargo del Instituto Mexicano del Seguro Social. Los apoyos permanentes en especie que brinda incluyen servicios de salud en las unidades médicas, así como asesorías y orientación a la red comunitaria del Programa (parteras, voluntarios de salud y voluntarios). Los servicios son gratuitos y abiertos a la población que lo solicite sin condicionamiento alguno o criterios de elegibilidad en las unidades médicas. ",16936779.0,11615623.0,7280579.0,42.99,62.68,13607.64,13607.64,13607.64
20-E003,2021,Bienestar,Servicios a grupos con necesidades especiales,No Discriminación,"El programa tiene como objetivo contribuir a construir una sociedad igualitaria donde exista acceso irrestricto al bienestar social mediante acciones que protejan el ejercicio de los derechos de las Personas Adultas Mayores. Es operado por el Instituto Nacional de las Personas Adultas Mayores (INAPAM) y está presente a nivel nacional fortaleciendo los derechos sociales de las personas adultas mayores. Brinda los siguientes servicios, de manera gratuita, a las personas que cuentan con 60 años o más de edad y que tramiten de manera voluntaria su tarjeta INAPAM: Asesoría jurídica, Centro de Atención Integral (CAI), Albergues, Residencias de día, Tarjeta INAPAM (para tener acceso a descuento o atención preferencial para la adquisición de bienes o servicios), Vinculación productiva, Centros culturales y Clubes.",15003303.0,15003303.0,1096781.0,7.31,7.31,294.06,279.47,279.47
20-E016,2021,Bienestar,Articulación de Políticas Integrales de Juventud,No Discriminación,"El programa tiene como objetivo disminuir las brechas de desigualdad socioeconómicas de las personas jóvenes, mediante su involucramiento en acciones de cohesión social. Para ello, cuenta con 8 componentes, los cuales opera en forma de convocatorias anuales encaminadas a impulsar la participación y el liderazgo de las personas jóvenes en sus localidades a través de la conformación de Unidades de Brigadas; la participación de las juventudes mexicanas a través del arte urbano; fortalecer la articulación de las juventudes indígenas con su entorno social; contribuir al bienestar de una cultura económica, financiera y de emprendimiento de las personas jóvenes, a través de acciones de educación e inclusión económica y financiera;  y reconocer a personas jóvenes cuya conducta o dedicación al trabajo pueda considerarse ejemplo estimulante para crear y desarrollar motivos de superación personal o de progreso de la comunidad. La participación en cada uno de estos componentes dependió de ser elegido los postulantes/candidatos/concursantes, con base a lo dispuesto en las convocatorias abiertas que se realizan en el año.",37764587.0,26023.0,52381.0,0.14,201.29,21.54,45.09,45.09
20-S174,2021,Bienestar,"Programa de Apoyo para el Bienestar de las Niñas y Niños, Hijos de Madres Trabajadoras4",Bienestar Económico,"El programa tiene como objetivo contribuir a mejorar las condiciones de acceso y permanencia en el mercado laboral y escolar de las madres, padres solos o tutores que trabajan, buscan empleo, o estudian y que no cuenten con la prestación de cuidados infantiles, así como promover el bienestar de las niñas, niños, adolescentes y jóvenes en orfandad materna, para su manutención y educación. En 2021, se fusionó con el Programa Seguro de Vida para Jefas de Familia, por ello cuenta con 2 modalidades. Para la Modalidad A se otorgan apoyos monetarios bimestrales de $1,600 para cuidados, a la madre padre o tutor a cargo de niñas y niños de 1 año de edad hasta un día antes de cumplir 4 años, y en casos de niños con discapacidad el monto es de $3,600 de 1 año hasta un día antes de cumplir 6 años. Para la Modalidad B el apoyo se entrega bimestral a las hijas e hijos, adolescentes y jóvenes en orfandad materna, a través de las personas responsables, para que les permita continuar su educación dependiendo de la edad, estos montos se otorgan por rango de edad de 0 a un día antes de cumplir los 23 años y van desde los $360 hasta $1200 mensuales.",3617057.0,1201901.0,327001.0,9.04,27.21,2684.51,2413.06,2413.06
38-E003,2021,Consejo Nacional de Ciencia y Tecnología,"Investigación científica, desarrollo e innovación",Educación,"El objetivo del programa es impulsar la formación de especialistas en materia de humanidades, ciencia, tecnología e innovación, a través de servicios educativos que ofrecen los Centros Públicos de Investigación del Consejo Nacional de Ciencia y Tecnología (CPI-Conacyt) a nivel superior y posgrado. Los posgrados impartidos en los Centro son parte del Sistema Nacional de Posgrados. Adicionalmente, los CPI generan y publican investigación humanística y científica relevante y pertinente; generan y transfieren al sector productivo desarrollo tecnológico e innovación; y difunden a la sociedad y comunidades académicas la actividad humanística, científica y tecnológica del Sistema de CPI-Conacyt. El Programa es operado por 26 Centros Públicos de Investigación y un Fideicomiso y la coordinación está a cargo de la Unidad de Articulación Sectorial y Regional del Conacyt.",4663.0,4663.0,4663.0,100.0,100.0,5567.6,5577.84,5577.84
38-S190,2021,Consejo Nacional de Ciencia y Tecnología,Becas de posgrado y apoyos a la calidad,Educación,"El programa tiene como objetivo contribuir a que el capital humano acceda a oportunidades de fomento, formación, consolidación y vinculación en diversas áreas del conocimiento, mediante las convocatorias públicas que correspondan o convenios de colaboración suscritos por el Conacyt con instituciones y organismos nacionales e internacionales, gobiernos de los estados y personas morales de los diferentes sectores, en áreas establecidas en tales instrumentos. El Programa otorga becas para realizar estudios de posgrados; así como apoyos, tanto en México como en el extranjero, para la consolidación en diferentes modalidades, entre las que se encuentran estancias posdoctorales, estancias sabáticas, repatriación y retención e inserción de científicos y tecnólogos en empresas. La periodicidad con la que se otorgan las becas o apoyos depende de lo establecido en la convocatoria, puede ser mensual, anual o pago único. ",80154.0,79902.0,57450.0,71.67,71.9,11992.25,9926.11,9926.11
38-S191,2021,Consejo Nacional de Ciencia y Tecnología,Sistema Nacional de Investigadores,Educación,"El programa tiene como objetivo reconocer, como resultado de la evaluación, la calidad de la investigación científica y tecnológica que se producen en el país o por mexicanos en el extranjero. El programa otorga distinciones y estímulos económicos en tres categorías: Candidato a Investigador Nacional, Investigador Nacional (Niveles I, II, III), e Investigador Nacional Emérito. Esto mediante la evaluación de la producción científica y formación de capital humano, realizada por aquellos investigadores en México o mexicanos en el extranjero que someten una solicitud de ingreso, reingreso o permanencia en el Sistema. La entrega del estímulo económico se realiza en forma mensual y el monto depende de la categoría y nivel de la distinción otorgada.",37978.0,35181.0,35155.0,92.57,99.93,5554.74,7190.8,7190.8
47-S010,2021,Entidades no Sectorizadas,Fortalecimiento a la Transversalidad de la Perspectiva de Género,No Discriminación,"El objetivo del Programa es fortalecer institucionalmente a los Mecanismos para el Adelanto de las Mujeres (MAM) para que contribuyan a la igualdad de oportunidades y el ejercicio de los derechos de las mujeres en las entidades federativas, los municipios y las demarcaciones territoriales de la Ciudad de México. Con el propósito de disminuir las desigualdades de género mediante el diseño y ejecución de acciones de atención y de acciones afirmativas; a través de la entrega de recursos económicos y asesorías. El Programa opera con dos modalidades (ámbito estatal y municipal). Los MAM se conforman de las Instancias de las Mujeres en las Entidades Federativas (IMEF), las Instancias Municipales de las Mujeres (IMM) y las unidades administrativas u homólogas a las IMM en las alcaldías de la Ciudad de México, a través de este Programa los MAM acceden cada año a recursos con carácter de subsidios que fortalecen sus capacidades organizacionales, técnicas y operativas.",2501.0,2213.0,940.0,37.58,42.48,365.35,343.54,343.54
47-S178,2021,Entidades no Sectorizadas,Programa de Apoyo a la Educación Indígena,Educación,"El programa tiene como objetivo contribuir a la permanencia, desarrollo y conclusión del grado y nivel académico de las niñas, niños, adolescentes y jóvenes estudiantes, de 5 a 29 años, pertenecientes a los pueblos y comunidades indígenas y afromexicanas, inscritos en escuelas públicas de los niveles básico, medio superior, superior y maestría. Se prioriza a los estudiantes que no tienen opciones educativas en su comunidad. Los servicios que brinda el Programa son alimentación, hospedaje y actividades complementarias a través de las Casas y Comedores de la Niñez Indígena, Casas y Comedores Comunitarios del Estudiante Indígena y Casas y Comedores Universitarios Indígenas. Además, otorga apoyos complementarios a estudiantes indígenas y afromexicanos de nivel superior y maestría. La temporalidad depende del tipo de apoyo: en el caso de las de Casas y Comedores de la Niñez Indígena y Universitarios Indígenas, los apoyos a los beneficiarios son por ciclo escolar; mientras que, para las Casas y Comedores Comunitarios del Estudiante Indígena y Becas, la vigencia es por ejercicio fiscal.",3018369.0,659564.0,79548.0,2.64,12.06,1598.71,1585.91,1585.91
47-S249,2021,Entidades no Sectorizadas,Programa para el Bienestar Integral de los Pueblos Indígenas,No Discriminación,"El programa tiene como objetivo contribuir al desarrollo integral y bienestar común de los pueblos indígenas y afromexicano, como sujetos de derecho público, mediante el apoyo a la implementación y ejercicio efectivo de sus derechos; el acceso a la justicia; el aprovechamiento y conservación de sus tierras, territorios, recursos naturales, biodiversidad y medio ambiente; la implementación de proyectos económicos, turísticos, acciones de mitigación y adaptación a los efectos del cambio climático; la generación de valor agregado, acceso al crédito y apoyo a la comercialización; la promoción y fortalecimiento del patrimonio cultural, la medicina tradicional y la comunicación indígena; y acciones para la construcción y ampliación de la infraestructura de servicios básicos (agua potable, drenaje y saneamiento y electrificación), así como obras de comunicación terrestre. La temporalidad de los apoyos otorgados por el Programa es anual.",9349592.0,5397332.0,173984.0,1.86,3.22,937.72,1075.09,1075.09
50-E001,2021,Instituto Mexicano del Seguro Social,Prevención y control de enfermedades,Salud,"El objetivo del programa es contribuir a proteger de los riesgos y daños a la salud más frecuentes a la población derechohabiente del Instituto Mexicano del Seguro Social (IMSS), mediante el otorgamiento de un paquete de acciones preventivas por grupo de edad y sexo. El paquete de acciones preventivas incluye actividades de promoción de la salud, de vigilancia del estado de nutrición, de prevención y detección de enfermedades, así como de salud sexual y reproductiva, mismas que son otorgadas de manera anual,  generalmente en una sola atención, a través del Chequeo PREVENIMSS; las actividades de promoción de la salud incluyen educación para el cuidado de la salud, actividad física, asesorías en salud bucal y reproductiva; prevención de adicciones, accidentes y violencia; cultura de la donación e información sobre enfermedades para cada sexo y grupo de edad. La vigilancia del estado nutricional incluye actividades de seguimiento de la estatura, edad y peso.",71579550.0,50656273.0,18664486.0,26.08,36.85,7001.63,6114.15,6114.15
50-E003,2021,Instituto Mexicano del Seguro Social,Atención a la Salud en el Trabajo,Salud,"El programa tiene como objetivo otorgar servicios de Salud en el Trabajo que encuentran su origen en la Ley del Seguro Social y consisten de manera general en: a) prevención y, b) calificación y dictaminación. Para atender a la población asegurada se cuenta con un grupo multidisciplinario compuesto por ingenieros especialistas en seguridad e higiene en el trabajo y de médicos especializados en medicina del trabajo. La parte preventiva es llevada a cabo por el grupo de ingenieros con acciones de prevención de accidentes y enfermedades de trabajo en empresas afiliadas a través de diversas líneas de acción como son cursos, asesorías, estudios y programas preventivos de seguridad e higiene en el trabajo, entre otras. Por su parte, el personal médico se enfoca a la calificación de accidentes y enfermedades de trabajo, dictaminación de incapacidad permanente y defunción por riesgo de trabajo y, el establecimiento del estado de invalidez y beneficiario incapacitado. Los servicios se otorgan en días hábiles durante el ejercicio.",19977014.0,19977014.0,3873947.0,19.39,19.39,1191.35,1219.75,1219.75
50-E007,2021,Instituto Mexicano del Seguro Social,Servicios de guardería,Seguridad Social,"El programa tiene como objetivo cubrir los cuidados, durante la jornada de trabajo, de las hijas e hijos en la primera infancia, de las personas trabajadoras, mediante el otorgamiento del servicio de guardería, durante todo el año desde los 43 días de nacido hasta los 4 años de edad, como lo establecen los artículos 201 al 207 de la Ley del Seguro Social.",2000567.0,253777.0,162501.0,8.12,64.03,13090.4,10570.34,10570.34
50-E011,2021,Instituto Mexicano del Seguro Social,Atención a la Salud,Salud,"El programa tiene como objetivo contribuir a otorgar atención a la población Derechohabiente (DH) del Instituto Mexicano del Seguro Social (IMSS) de todos los grupos de edad, mediante acciones de prevención secundaria, que incluye diagnóstico clínico, paraclínico, tratamiento farmacológico, no farmacológico (estilos saludables, nutrición, trabajo social, psicología, etc.) tratamiento quirúrgico, tratamiento de sustitución o de sostén; así como de prevención terciaria dirigida a la rehabilitación física, mental, social y de cuidados paliativos, en las unidades médicas de primero, segundo y tercer nivel de atención para que la población usuaria del IMSS presente menor morbilidad y así contribuir en incrementar la esperanza de vida al nacer de los DH.",71579550.0,59321565.0,51996266.0,72.64,87.65,251731.77,278281.43,278281.43
50-E012,2021,Instituto Mexicano del Seguro Social,Prestaciones sociales,Seguridad Social,"El programa tiene como objetivo contribuir al bienestar social e igualdad de las personas con acceso a seguridad social y servicios de salud por afiliación al IMSS, mediante la prestación de servicios funerarios, actividades de esparcimiento (recreación, deporte e integración) en Centros Vacacionales, y cursos y talleres de capacitación y adiestramiento técnico, promoción de la salud, cultura física y deporte, así como desarrollo cultural. El programa brinda sus servicios a la población derechohabiente que los demanda, por lo que no necesariamente se otorgan con alguna frecuencia en específico.",97837470.0,40497488.0,431715.0,0.44,1.07,1858.23,1746.76,1746.76
51-E018,2021,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Suministro de Claves de Medicamentos,Salud,"El programa presupuestario (Pp) E-018 Suministro de Claves de Medicamentos, tiene como objetivo mejorar las condiciones de salud de la población derechohabiente del ISSSTE, a través del surtimiento oportuno y completo de los medicamentos en las farmacias adscritas a las unidades de primer, segundo y tercer nivel de atención del Instituto.",13681077.0,9118370.0,7280946.0,53.22,79.85,18747.73,8872.8,8772.8
51-E036,2021,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Equidad de Género,No Discriminación,"El programa presupuestario (Pp) E-036 tiene como fin promover una cultura institucional basada en la igualdad entre mujeres y hombres, la no discriminación y el acceso de las mujeres a una vida libre de violencia, mediante estrategias y acciones de sensibilización, capacitación y difusión, que se realizan a través de pláticas, cursos, talleres, campañas, entre otros, en beneficio de las y los trabajadores del ISSSTE. Entre los temas abordados destacan la construcción social del género, lenguaje incluyente, derechos sexuales y reproductivos, prevención de la violencia contra las mujeres y del hostigamiento y acoso sexual en el ámbito laboral, masculinidad, trata de personas y responsabilidad legal de los servidores públicos.",114197.0,5709.0,12000.0,10.51,210.19,52.87,51.69,50.41
51-E042,2021,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Atención a Personas con Discapacidad,Seguridad Social,"El programa presupuestario (Pp) E-042, tiene como objetivo concientizar a la derechohabiencia a transitar hacia una sociedad equitativa e incluyente, para ello impulsa acciones de promoción, prevención y atención de la discapacidad sensorial visual, sensorial auditiva, motriz y psicosocial, en eventos de sensibilización con apoyo de proyecciones de video cápsulas, material promocional e información digital sobre el tema en las Representaciones Estatales y Regionales; unidades médicas de tercer nivel, así como en unidades administrativas centrales y desconcentradas del ISSSTE. El Programa realiza sus actividades de sensibilización en el transcurso del año, por lo que estas acciones no necesariamente se realizan con alguna frecuencia en específico.",11617871.0,7000.0,7000.0,0.06,100.0,51.71,50.98,49.77
51-E043,2021,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Prevención y Control de Enfermedades,Salud,"El programa tiene como objetivo disminuir la presencia de enfermedades transmisibles y no transmisibles o crónico degenerativas. La población beneficiaria corresponde a los diferentes grupos de edad del área de influencia y responsabilidad institucional (derechohabientes y no derechohabientes). El beneficio se ofrece tanto a través del Programa de Vacunación Universal, el cual es una política pública de salud que se lleva a cabo en todas las Instituciones del Sistema Nacional de Salud para lograr el control, eliminación y erradicación de las Enfermedades Prevenibles por Vacunación; así como a través de la realización de pruebas de detección de enfermedades crónico-degenerativas a la población derechohabiente.",9859292.0,2399919.0,2646670.0,26.84,110.28,5016.88,4099.65,4891.91
51-E044,2021,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Atención a la Salud,Salud,"El programa tiene como objetivo disminuir la presencia de enfermedades transmisibles no controladas y su mortalidad asociada, a través del otorgamiento de servicios con calidad en las modalidades de atención de urgencias, consulta externa general y consulta externa especializada, así como mediante la atención hospitalaria general y de especialidad oportuna y eficaz, a los trabajadores del Estado, pensionados y sus familias. Estos servicios se ofrecen durante todo el año.",9859292.0,1388875.0,1563039.0,15.85,112.54,23871.67,26698.67,25834.55
11-E007,2022,Educación Pública,Servicios de Educación Media Superior,Educación,"El programa tiene como objetivo contribuir a una educación de excelencia, pertinente y relevante en la Educación Media Superior mediante la prestación de los servicios que ofrecen los planteles de ese nivel en sus diferentes modalidades, favoreciendo el desarrollo humano integral de las (os) alumnas (os) y su egreso de este nivel educativo. La asignación de recursos al programa es anual, y la prestación de servicios es durante todo el año. Las Unidades Responsables que operan el programa son las siguientes  Instituciones de Educación Media Superior: Dirección General de Educación Tecnológica Industrial y Servicios (DGETI), Dirección General de Educación Tecnológica Agropecuaria y Ciencias del Mar (DGETAyCM), Dirección General del Bachillerato (DGB),  Subsecretaría de Educación Media Superior (SEMS),  Universidad Nacional Autónoma de México (UNAM), Instituto Politécnico Nacional (IPN), Centro de Enseñanza Técnica Industrial (CETI), Comisión de Operación y Fomento de Actividades Académicas del IPN (COFAA), Colegio Nacional de Educación Profesional Técnica (CONALEP) y Colegio de Bachilleres (COLBACH).",6592830.0,109697.0,6034832.0,91.54,5501.36,49937.11,46298.72,46298.72
11-E010,2022,Educación Pública,Servicios de Educación Superior y Posgrado,Educación,"El programa tiene como objetivo contribuir a una educación de excelencia, pertinente y relevante en la educación superior y el posgrado, en sus distintas modalidades, a través de programas de reconocidos por su calidad, así como posgrados registrados en el Sistema Nacional de Posgrados del Consejo Nacional de Humanidades, Ciencias y Tecnologías (CONACyT). Su planeación y los servicios brindados son anuales, en función de los recursos que recibe a través del Presupuesto de Egresos de la Federación. El programa es operado conjuntamente por las siguientes Unidades Responsables (UR’s): Dirección General de Universidades Tecnológicas y Politécnicas (DGUTyP), Universidad Pedagógica Nacional (UPN), Universidad Autónoma Metropolitana (UAM), Universidad Nacional Autónoma de México (UNAM), Instituto Politécnico Nacional (IPN), Universidad Abierta y a Distancia de México (UNADM), Centro de Enseñanza Técnica Industrial (CETI), Centro de Investigación y Estudios Avanzados del IPN (CINVESTAV), Comisión de Operación y Fomento de Actividades Académicas del IPN (COFAA), El Colegio de México, A.C. (COLMEX), el Tecnológico Nacional de México (TecNM) y la Universidad Autónoma Agraria Antonio Narro (UAAAN).",97456833.0,265878.0,507828.0,0.52,191.0,59257.62,62522.67,62522.67
